symbol,nobs
002643,1561
002645,1560
002648,1561
002653,1561
002654,1561
002670,1531
002673,1561
002683,1551
002709,1561
002714,1561
002716,1549
002733,1561
002736,1551
002738,1561
002739,1556
002741,1561
002747,1561
002756,1561
002759,1561
002768,1561
002773,1561
002779,1561
002797,1561
002812,1546
002815,1561
002821,1561
002831,1561
002837,1561
002838,1551
002841,1561
002850,1561
002851,1561
002859,1551
002865,1561
002867,1561
002895,1561
002896,1561
002897,1561
002906,1561
002911,1561
002913,1561
002916,1561
002920,1560
002922,1561
002925,1561
002926,1561
002929,1561
002938,1561
002939,1561
002945,1561
002946,1561
002947,1561
002948,1555
002958,1561
300001,1561
300002,1561
300003,1561
300005,1558
300012,1561
300014,1561
300015,1560
300017,1561
300024,1561
300033,1561
300034,1561
300037,1561
300054,1561
300058,1561
300059,1561
300073,1551
300083,1551
300085,1561
300088,1561
300100,1561
300102,1561
300115,1561
300122,1561
300124,1561
300131,1541
300136,1561
300142,1559
300144,1561
300166,1561
300170,1561
300179,1561
300184,1561
300199,1561
300201,1520
300207,1561
300209,1557
300223,1561
300229,1561
300236,1561
300251,1561
300253,1556
300255,1561
300257,1561
300260,1561
300263,1561
300274,1561
300285,1561
300296,1561
300302,1561
300304,1561
300308,1561
300316,1561
300319,1551
300323,1556
300328,1561
300331,1561
300339,1556
300342,1561
300346,1553
300347,1561
300364,1561
300373,1551
300383,1561
300390,1561
300394,1561
300395,1561
300398,1561
300408,1561
300409,1561
300413,1561
300418,1561
300432,1561
300433,1561
300438,1557
300442,1545
300450,1561
300454,1561
300455,1561
300456,1561
300457,1561
300458,1561
300468,1561
300469,1557
300474,1561
300475,1553
300476,1561
300487,1561
300489,1556
300496,1561
300498,1561
300502,1561
300503,1561
300548,1557
300558,1561
300567,1561
300568,1561
300570,1561
300593,1561
300602,1561
300604,1551
300613,1551
300620,1551
300623,1561
300627,1561
300628,1561
300655,1561
300657,1554
300660,1551
300661,1561
300666,1555
300672,1551
300676,1561
300677,1561
300679,1551
300699,1561
300718,1561
300720,1551
300723,1561
300724,1561
300726,1561
300735,1561
300738,1561
300747,1561
300748,1561
300750,1561
300751,1561
300757,1540
300759,1561
300760,1561
300762,1561
300763,1561
300765,1541
300769,1561
300773,1561
300776,1561
600000,1561
600004,1561
600007,1561
600008,1555
600009,1550
600010,1561
600011,1561
600012,1551
600015,1561
600016,1561
600018,1561
600019,1561
600021,1561
600022,1561
600023,1561
600025,1561
600026,1561
600027,1550
600028,1561
600029,1561
600030,1555
600031,1561
600036,1561
600038,1551
600039,1549
600048,1561
600050,1561
600056,1561
600060,1561
600061,1561
600062,1561
600063,1560
600064,1561
600066,1560
600085,1561
600089,1561
600095,1550
600096,1561
600098,1561
600100,1561
600104,1561
600105,1561
600109,1551
600110,1553
600111,1561
600113,1561
600114,1551
600115,1561
600118,1561
600120,1561
600126,1561
600131,1561
600132,1561
600141,1561
600143,1561
600150,1546
600151,1561
600153,1561
600157,1547
600160,1551
600161,1561
600166,1561
600167,1559
600170,1561
600171,1561
600172,1556
600176,1551
600177,1561
600179,1548
600183,1561
600184,1561
600186,1559
600188,1561
600196,1561
600201,1561
600206,1561
600208,1551
600219,1561
600221,1557
600226,1517
600233,1561
600236,1561
600246,1560
600256,1561
600258,1561
600259,1561
600271,1561
600276,1561
600282,1557
600295,1561
600298,1561
600299,1561
600301,1548
600309,1561
600312,1561
600316,1561
600320,1561
600323,1559
600329,1560
600330,1561
600331,1560
600332,1561
600338,1561
600339,1561
600343,1561
600346,1561
600348,1561
600350,1561
600352,1561
600353,1561
600361,1550
600362,1561
600363,1561
600366,1561
600367,1561
600369,1561
600372,1543
600377,1561
600378,1551
600380,1561
600388,1555
600390,1561
600392,1561
600396,1558
600397,1561
600398,1561
600403,1559
600406,1561
600409,1561
600410,1561
600415,1561
600416,1559
600418,1561
600426,1561
600428,1561
600435,1561
600436,1561
600438,1551
600452,1561
600456,1561
600458,1561
600459,1555
600460,1550
600475,1561
600482,1551
600483,1561
600486,1556
600487,1561
600489,1561
600490,1561
600497,1561
600498,1561
600499,1551
600500,1552
600511,1561
600515,1556
600516,1561
600517,1561
600518,1527
600519,1561
600521,1561
600522,1561
600528,1561
600531,1561
600535,1559
600536,1561
600546,1561
600547,1560
600548,1561
600549,1561
600550,1561
600552,1561
600562,1561
600563,1561
600566,1560
600570,1561
600575,1541
600577,1561
600578,1561
600580,1561
600582,1561
600583,1561
600584,1556
600585,1561
600588,1561
600589,1522
600595,1557
600596,1553
600598,1561
600600,1561
600601,1557
600602,1561
600606,1556
600621,1561
600623,1561
600629,1561
600633,1561
600637,1561
600641,1560
600642,1561
600651,1558
600655,1561
600660,1561
600663,1551
600667,1561
600673,1542
600674,1561
600675,1561
600685,1561
600688,1561
600690,1559
600699,1561
600703,1561
600704,1561
600707,1560
600710,1561
600726,1551
600732,1560
600733,1561
600737,1561
600739,1561
600741,1561
600744,1561
600750,1561
600754,1561
600760,1561
600761,1561
600763,1561
600764,1561
600765,1561
600773,1561
600776,1561
600779,1561
600783,1561
600795,1561
600801,1559
600803,1549
600808,1561
600809,1561
600816,1507
600820,1561
600821,1558
600835,1561
600839,1561
600845,1560
600848,1561
600862,1561
600863,1553
600867,1561
600869,1561
600871,1561
600872,1561
600873,1561
600875,1561
600877,1548
600879,1561
600884,1561
600885,1561
600886,1561
600887,1561
600888,1555
600893,1560
600895,1561
600900,1550
600901,1561
600909,1555
600919,1555
600926,1561
600928,1561
600933,1553
600958,1545
600959,1561
600961,1550
600967,1561
600970,1539
600977,1561
600985,1561
600988,1559
600989,1561
600995,1550
600998,1561
600999,1555
601000,1561
601001,1561
601006,1561
601009,1561
601012,1561
601016,1555
601018,1561
601019,1561
601020,1554
601021,1561
601058,1561
601066,1561
601069,1550
601088,1551
601098,1561
601099,1561
601100,1561
601101,1561
601106,1561
601108,1555
601111,1560
601117,1561
601118,1561
601126,1561
601127,1560
601128,1561
601137,1561
601138,1561
601139,1561
601155,1561
601158,1561
601162,1555
601166,1561
601168,1561
601169,1561
601179,1561
601186,1561
601208,1561
601211,1542
601212,1561
601216,1561
601225,1561
601228,1561
601229,1561
601231,1560
601233,1561
601238,1561
601288,1561
601298,1555
601318,1561
601319,1561
601326,1561
601328,1561
601333,1561
601336,1561
601360,1561
601369,1561
601375,1561
601377,1555
601390,1561
601398,1561
601519,1551
601555,1539
601567,1561
601577,1561
601598,1561
601600,1561
601601,1561
601606,1561
601607,1561
601608,1561
601611,1561
601615,1553
601618,1561
601628,1561
601633,1561
601636,1561
601666,1561
601668,1561
601669,1561
601677,1561
601688,1561
601689,1561
601699,1561
601717,1559
601727,1561
601766,1561
601777,1556
601788,1561
601799,1561
601800,1561
601808,1561
601818,1561
601838,1561
601857,1561
601858,1561
601865,1561
601866,1550
601869,1561
601872,1561
601877,1561
601878,1561
601880,1545
601881,1561
601888,1561
601898,1561
601899,1561
601901,1561
601918,1561
601919,1561
601928,1561
601933,1561
601939,1561
601958,1561
601965,1561
601966,1557
601969,1543
601975,1561
601985,1561
601988,1561
601990,1561
601991,1561
601997,1561
601998,1561
603000,1561
603002,1550
603005,1561
603009,1561
603011,1561
603019,1551
603025,1551
603026,1561
603031,1554
603039,1559
603063,1561
603067,1550
603077,1561
603078,1554
603083,1561
603127,1561
603129,1561
603156,1561
603160,1551
603179,1561
603186,1561
603198,1561
603203,1561
603225,1561
603226,1557
603228,1561
603233,1561
603259,1561
603260,1561
603267,1561
603283,1561
603288,1561
603297,1561
603298,1561
603301,1561
603303,1561
603305,1554
603306,1549
603308,1561
603317,1561
603328,1561
603337,1561
603338,1561
603345,1561
603355,1561
603358,1556
603360,1561
603369,1561
603379,1561
603444,1561
603486,1561
603501,1561
603505,1561
603515,1561
603516,1561
603568,1561
603588,1560
603596,1561
603601,1561
603605,1561
603606,1561
603618,1561
603629,1561
603638,1561
603650,1561
603658,1561
603659,1561
603663,1561
603667,1561
603678,1561
603688,1561
603698,1561
603699,1561
603728,1561
603730,1561
603733,1561
603737,1561
603738,1561
603766,1561
603773,1561
603799,1561
603800,1559
603806,1561
603816,1557
603823,1561
603826,1561
603833,1561
603858,1561
603868,1561
603871,1561
603876,1561
603881,1561
603885,1561
603899,1561
603906,1561
603920,1558
603929,1561
603936,1561
603938,1561
603939,1561
603979,1561
603986,1561
603993,1561
603997,1561
