stock_code,artifact,artifact_dir,metadata_path,family_id,keep_rank,action,reason,moved_to,created_at,mtime,score,trades,win_rate,avg_return,median_return,max_drawdown,profit_factor,label_mode,entry_policy,model_name,feature_group
600312.SH,nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_safe_20260515,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_safe_20260515,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_safe_20260515/metadata.json,600312_xgbd3_400_sector,2,move_candidate,duplicate_family:600312_xgbd3_400_sector:rank_2_gt_1,,2026-05-16T01:08:01,1778864881.7996573,0.07124908388391443,51,0.6274509803921569,0.0038275692385772615,0.0034466365280287938,-0.08359712962355703,1.6650544615386542,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector_external
600312.SH,nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_safe_20260515,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_safe_20260515,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_safe_20260515/metadata.json,600312_xgbd3_400_sector,3,move_candidate,duplicate_family:600312_xgbd3_400_sector:rank_3_gt_1,,2026-05-16T01:07:36,1778864856.1664546,0.07124908388391443,51,0.6274509803921569,0.0038275692385772615,0.0034466365280287938,-0.08359712962355703,1.6650544615386542,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector
600312.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1/metadata.json,600312_xgbd3_400_sector,1,keep,keep_family:600312_xgbd3_400_sector:rank_1_of_1,,2026-05-13T02:04:39,1778609079.4604528,0.08695714957492293,51,0.6470588235294118,0.004312148599613158,0.0041218454935623185,-0.06719407449341874,1.848130739229245,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector
600312.SH,nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,saved_models/600312.SH/nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1/metadata.json,600312_d3_600_all,1,keep,keep_family:600312_d3_600_all:rank_1_of_1,,2026-05-13T02:05:10,1778609110.7936537,0.16939475238572213,51,0.6666666666666666,0.008000341715548526,0.005595534913517056,-0.04136535942898789,3.0040715057145624,close_profit,all_days,xgb_d3_600_lr002_mcw3,reversal_fundamental_regime
600312.SH,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,saved_models/600312.SH/nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,saved_models/600312.SH/nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1/metadata.json,600312_d3_600_vwap,1,keep,keep_family:600312_d3_600_vwap:rank_1_of_1,,2026-05-13T02:04:08,1778609048.2752573,0.18882656178782856,44,0.6818181818181818,0.00867556514011756,0.007328152072143105,-0.03304964749477868,3.2265952560508393,close_profit,vwap_low,xgb_d3_600_lr002_mcw3,reversal_fundamental_regime
600487.SH,nextday_all_days_hit_xgb_d2_200_lr003_mcw5_reversal_fundamental_regime_optical_cable_grid_safe_20260515,saved_models/600487.SH/nextday_all_days_hit_xgb_d2_200_lr003_mcw5_reversal_fundamental_regime_optical_cable_grid_safe_20260515,saved_models/600487.SH/nextday_all_days_hit_xgb_d2_200_lr003_mcw5_reversal_fundamental_regime_optical_cable_grid_safe_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:08:25,1778864905.5527718,0.09569323588298227,126,0.8333333333333334,0.002502685343154845,0.008,-0.10209038178043439,1.6110198984579285,hit,all_days,xgb_d2_200_lr003_mcw5,reversal_fundamental_regime
600487.SH,nextday_vwap_low_close_profit_extra_trees_600_d3_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515,saved_models/600487.SH/nextday_vwap_low_close_profit_extra_trees_600_d3_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515,saved_models/600487.SH/nextday_vwap_low_close_profit_extra_trees_600_d3_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515/metadata.json,600487_ocg_et_vwap,1,keep,keep_family:600487_ocg_et_vwap:rank_1_of_1,,2026-05-16T01:08:53,1778864933.7140932,0.23441157824730827,37,0.7027027027027027,0.012366756861678667,0.009633921568627638,-0.07720349282296646,3.6886637701174205,close_profit,vwap_low,extra_trees_600_d3,reversal_fundamental_regime_sector_external
600522.SH,nextday_all_days_close_profit_random_forest_600_d4_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515,saved_models/600522.SH/nextday_all_days_close_profit_random_forest_600_d4_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515,saved_models/600522.SH/nextday_all_days_close_profit_random_forest_600_d4_reversal_fundamental_regime_sector_external_optical_cable_grid_safe_20260515/metadata.json,600522_ocg_rf,1,keep,keep_family:600522_ocg_rf:rank_1_of_1,,2026-05-16T01:06:46,1778864806.4481215,0.09799525713751403,76,0.5526315789473685,0.006975695767994288,0.004268482845863567,-0.1040085603273796,1.9890083212156184,close_profit,all_days,random_forest_600_d4,reversal_fundamental_regime_sector_external
600522.SH,nextday_vwap_low_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_optical_cable_grid_safe_20260515,saved_models/600522.SH/nextday_vwap_low_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_optical_cable_grid_safe_20260515,saved_models/600522.SH/nextday_vwap_low_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_optical_cable_grid_safe_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:07:10,1778864830.473249,0.1516501062113659,60,0.65,0.007146916613226528,0.005313000998067644,-0.039402810348149075,2.765193233330108,close_profit,vwap_low,lgbm_leaves7_400,reversal_fundamental_regime_sector
601899.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,saved_models/601899.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,saved_models/601899.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1/metadata.json,601899_xgbd3_sector,1,keep,keep_family:601899_xgbd3_sector:rank_1_of_1,,2026-05-13T02:06:10,1778609170.7879534,0.09518462490072253,101,0.6237623762376238,0.005496367863200236,0.0029909195402297896,-0.10643122359629709,1.9586587345396185,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector
601899.SH,nextday_vwap_low_close_profit_extra_trees_reversal_fundamental_regime_sector_zijin_v1,saved_models/601899.SH/nextday_vwap_low_close_profit_extra_trees_reversal_fundamental_regime_sector_zijin_v1,saved_models/601899.SH/nextday_vwap_low_close_profit_extra_trees_reversal_fundamental_regime_sector_zijin_v1/metadata.json,601899_zijin_et_vwap,1,keep,keep_family:601899_zijin_et_vwap:rank_1_of_1,,2026-05-13T02:05:39,1778609139.7987657,0.10607805906816281,86,0.6046511627906976,0.006390234525878067,0.0025685957529961757,-0.09499181527496015,2.1508167216825007,close_profit,vwap_low,extra_trees_600_d3,reversal_fundamental_regime_sector
601985.SH,nextday_all_days_close_profit_extra_trees_reversal_fundamental_regime_v1,saved_models/601985.SH/nextday_all_days_close_profit_extra_trees_reversal_fundamental_regime_v1,saved_models/601985.SH/nextday_all_days_close_profit_extra_trees_reversal_fundamental_regime_v1/metadata.json,601985_et_regime,1,keep,keep_family:601985_et_regime:rank_1_of_1,,2026-05-13T02:20:19,1778610019.8725004,0.0069048472527954464,126,0.46825396825396826,0.00023519514296240304,-0.00016999999999999999,-0.06457460901709877,1.081444103268831,close_profit,all_days,extra_trees_600_d3,reversal_fundamental_regime
603308.SH,nextday_all_days_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515,saved_models/603308.SH/nextday_all_days_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515,saved_models/603308.SH/nextday_all_days_close_profit_lgbm_leaves7_400_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:06:07,1778864767.8383098,0.14209338275270375,51,0.6078431372549019,0.011547009871886341,0.0054888520614389015,-0.077924725618706,2.2618510365167874,close_profit,all_days,lgbm_leaves7_400,reversal_fundamental_regime_sector_external
603308.SH,nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_lr003_mcw3_reversal_fundamental_regime_sector_external_aero_nuclear_equipment_safe_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:05:38,1778864738.2969236,0.12268164641526033,51,0.5294117647058824,0.00941650147495267,0.00416944069431047,-0.06591411769949584,2.284295741325252,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector_external
603308.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_603308_rebuilt_data_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_603308_rebuilt_data_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_603308_rebuilt_data_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:02:09,1778864529.2231133,0.12268164641526033,51,0.5294117647058824,0.00941650147495267,0.00416944069431047,-0.06591411769949584,2.284295741325252,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector_external
603308.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_v1,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_v1,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_external_aero_nuclear_v1/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-13T02:07:10,1778609230.8702567,0.13488735491682496,51,0.5686274509803921,0.010053553642364215,0.004520706537672451,-0.10061225689695008,2.4069208275293454,close_profit,all_days,xgb_d3_400_lr003_mcw3,reversal_fundamental_regime_sector_external
603308.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_603308_rebuilt_data_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_603308_rebuilt_data_20260515,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_603308_rebuilt_data_20260515/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-16T01:02:37,1778864557.9804628,0.13766270487361087,101,0.594059405940594,0.010769871155454394,0.006089204712812938,-0.10213981237501357,2.212053127241419,close_profit,all_days,xgb_d4_500_lr002_mcw5,reversal_fundamental_regime_sector
603308.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,saved_models/603308.SH/nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1/metadata.json,,0,move_candidate,not_in_keep_config,,2026-05-13T02:09:03,1778609343.3545682,0.1408613711165877,126,0.5952380952380952,0.010729108214879527,0.00578902838712592,-0.11094602917969842,2.2652253040622723,close_profit,all_days,xgb_d4_500_lr002_mcw5,reversal_fundamental_regime_sector
603308.SH,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_external_aero_nuclear_v1,saved_models/603308.SH/nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_external_aero_nuclear_v1,saved_models/603308.SH/nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_external_aero_nuclear_v1/metadata.json,603308_v1_aero_xgbd3_600,1,keep,keep_family:603308_v1_aero_xgbd3_600:rank_1_of_1,,2026-05-13T02:08:27,1778609307.0291758,0.37988361686633215,34,0.7352941176470589,0.018616990208289448,0.011057814207946607,-0.030814152595372124,5.808553332147755,close_profit,vwap_low,xgb_d3_600_lr002_mcw3,reversal_fundamental_regime_sector_external
