date,sample_count
2018-05-25,901
2018-05-28,902
2018-05-29,901
2018-05-30,899
2018-05-31,899
2018-06-01,899
2018-06-04,902
2018-06-05,903
2018-06-06,902
2018-06-07,899
2018-06-08,899
2018-06-11,899
2018-06-12,899
2018-06-13,900
2018-06-14,899
2018-06-15,899
2018-06-19,898
2018-06-20,900
2018-06-21,899
2018-06-22,899
2018-06-25,900
2018-06-26,900
2018-06-27,900
2018-06-28,903
2018-06-29,902
2018-07-02,902
2018-07-03,904
2018-07-04,904
2018-07-05,904
2018-07-06,902
2018-07-09,902
2018-07-10,903
2018-07-11,902
2018-07-12,902
2018-07-13,904
2018-07-16,905
2018-07-17,905
2018-07-18,907
2018-07-19,907
2018-07-20,909
2018-07-23,910
2018-07-24,910
2018-07-25,911
2018-07-26,911
2018-07-27,911
2018-07-30,912
2018-07-31,914
2018-08-01,915
2018-08-02,915
2018-08-03,916
2018-08-06,916
2018-08-07,917
2018-08-08,917
2018-08-09,918
2018-08-10,917
2018-08-13,918
2018-08-14,920
2018-08-15,920
2018-08-16,921
2018-08-17,922
2018-08-20,924
2018-08-21,925
2018-08-22,925
2018-08-23,924
2018-08-24,925
2018-08-27,926
2018-08-28,923
2018-08-29,925
2018-08-30,924
2018-08-31,925
2018-09-03,925
2018-09-04,925
2018-09-05,925
2018-09-06,926
2018-09-07,926
2018-09-10,925
2018-09-11,927
2018-09-12,928
2018-09-13,931
2018-09-14,931
2018-09-17,931
2018-09-18,931
2018-09-19,930
2018-09-20,932
2018-09-21,932
2018-09-25,933
2018-09-26,933
2018-09-27,933
2018-09-28,933
2018-10-08,931
2018-10-09,933
2018-10-10,936
2018-10-11,932
2018-10-12,933
2018-10-15,934
2018-10-16,936
2018-10-17,937
2018-10-18,936
2018-10-19,936
2018-10-22,935
2018-10-23,935
2018-10-24,934
2018-10-25,934
2018-10-26,936
2018-10-29,939
2018-10-30,940
2018-10-31,940
2018-11-01,943
2018-11-02,943
2018-11-05,945
2018-11-06,945
2018-11-07,945
2018-11-08,948
2018-11-09,950
2018-11-12,948
2018-11-13,948
2018-11-14,948
2018-11-15,950
2018-11-16,950
2018-11-19,950
2018-11-20,949
2018-11-21,951
2018-11-22,952
2018-11-23,953
2018-11-26,954
2018-11-27,954
2018-11-28,954
2018-11-29,954
2018-11-30,954
2018-12-03,953
2018-12-04,954
2018-12-05,954
2018-12-06,954
2018-12-07,955
2018-12-10,958
2018-12-11,957
2018-12-12,958
2018-12-13,958
2018-12-14,958
2018-12-17,955
2018-12-18,957
2018-12-19,956
2018-12-20,957
2018-12-21,956
2018-12-24,957
2018-12-25,953
2018-12-26,953
2018-12-27,954
2018-12-28,956
2019-01-02,959
2019-01-03,960
2019-01-04,959
2019-01-07,959
2019-01-08,960
2019-01-09,960
2019-01-10,961
2019-01-11,961
2019-01-14,961
2019-01-15,962
2019-01-16,961
2019-01-17,962
2019-01-18,963
2019-01-21,962
2019-01-22,962
2019-01-23,961
2019-01-24,963
2019-01-25,963
2019-01-28,964
2019-01-29,964
2019-01-30,964
2019-01-31,964
2019-02-01,964
2019-02-11,964
2019-02-12,964
2019-02-13,964
2019-02-14,964
2019-02-15,966
2019-02-18,966
