stock_code,sample_path,feature_set,feature,action,reason,rows,non_null_count,missing_count,missing_rate,max_missing
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close,dropped,missing_rate_gt_max,1552,97,1455,0.9375,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_ret3,dropped,missing_rate_gt_max,1552,94,1458,0.9394329896907216,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_ret5,dropped,missing_rate_gt_max,1552,92,1460,0.9407216494845361,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_ret20,dropped,missing_rate_gt_max,1552,77,1475,0.9503865979381443,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_ret60,dropped,missing_rate_gt_max,1552,37,1515,0.976159793814433,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_ma20_gap,dropped,missing_rate_gt_max,1552,87,1465,0.9439432989690721,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_z20,dropped,missing_rate_gt_max,1552,87,1465,0.9439432989690721,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_z60,dropped,missing_rate_gt_max,1552,77,1475,0.9503865979381443,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_etf_basket_close_vol20,dropped,missing_rate_gt_max,1552,86,1466,0.9445876288659794,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_open,kept,ok,1552,1552,0,0.0,0.7
